tenure,MonthlyCharges,Number_of_InternetServices,Churn
1,19.3,0,1
27,19.15,0,0
46,91.3,3,0
1,49.65,1,1
46,54.35,2,1
25,19.15,0,0
4,88.45,2,1
13,19.75,0,0
31,75.5,5,0
23,83.75,1,0
2,19.4,0,0
65,26.5,0,0
22,90.5,2,1
55,19.15,0,0
9,94.85,4,1
7,69.95,0,1
35,40.9,2,0
6,80.25,5,0
1,48.6,1,1
17,70.8,0,0
10,60.2,2,0
15,55.2,2,0
40,55.8,4,1
13,54.15,2,0
29,80.15,1,1
3,75.5,0,1
58,100.4,3,0
45,62.55,3,0
72,70.45,4,0
68,85.5,2,0
1,20.2,0,1
38,54.5,2,0
2,20.75,0,0
11,20.35,0,0
20,91.0,2,0
72,104.8,4,0
3,74.75,0,1
23,104.05,4,1
40,51.1,1,0
62,89.8,2,0
22,20.55,0,0
11,64.05,3,0
7,74.85,0,0
13,96.65,3,1
1,20.05,0,1
39,103.45,4,1
3,25.0,0,0
58,20.3,0,0
6,26.35,0,0
1,19.9,0,1
22,54.7,2,0
14,46.35,2,1
64,90.25,2,0
1,19.95,0,1
6,20.65,0,0
1,79.6,1,1
39,25.45,0,0
20,19.5,0,0
1,75.9,1,1
1,76.2,1,1
64,66.15,2,0
1,19.25,0,1
46,69.1,3,0
28,39.1,2,0
33,20.05,0,0
39,59.8,3,0
42,84.3,2,1
1,48.6,1,0
7,79.0,1,1
70,105.35,5,0
65,25.1,0,0
1,49.75,1,0
18,94.75,2,0
24,93.0,2,0
63,71.9,4,0
44,77.55,3,0
4,19.85,0,0
1,70.25,0,1
37,95.25,2,0
10,84.6,2,1
34,25.05,0,0
35,53.15,4,0
4,20.15,0,0
39,101.25,3,0
43,100.55,4,0
17,24.1,0,1
61,25.3,0,0
49,71.8,4,0
4,19.7,0,0
64,49.85,4,0
3,69.6,0,0
1,19.75,0,0
40,80.8,2,0
1,60.0,3,1
8,86.55,1,1
1,20.85,0,1
34,64.2,3,0
1,35.0,1,0
39,50.75,3,1
58,105.5,5,1
45,19.2,0,0
6,85.15,2,1
43,90.65,4,0
41,20.0,0,0
5,74.65,1,0
72,61.2,5,0
4,19.95,0,0
9,54.8,2,0
72,73.45,3,0
33,51.45,1,0
72,80.45,1,0
22,54.2,2,1
70,109.5,5,1
21,104.4,4,1
15,85.3,2,0
29,79.3,1,0
15,76.5,5,0
71,105.1,4,1
72,25.4,0,0
19,86.85,1,0
1,19.65,0,0
1,75.7,1,1
2,45.55,0,0
11,78.1,1,0
12,19.3,0,0
70,110.5,5,0
20,90.8,2,1
23,20.3,0,0
49,81.35,5,0
4,97.95,3,1
32,108.15,5,1
2,55.3,1,0
69,56.55,4,0
6,80.5,1,1
24,19.7,0,0
32,104.05,4,0
27,52.85,2,0
27,104.3,4,1
58,80.65,1,0
1,71.35,0,1
18,24.65,0,0
47,21.3,0,0
70,110.2,5,0
13,89.4,3,1
36,51.05,1,0
67,19.8,0,0
10,19.9,0,0
19,87.3,2,0
71,19.85,0,0
72,89.4,6,0
48,20.0,0,0
1,20.05,0,0
18,83.25,5,0
1,20.6,0,1
67,102.9,4,0
69,39.1,3,0
19,99.95,3,1
72,114.5,6,0
38,20.2,0,0
40,55.8,1,0
61,24.2,0,0
10,81.0,1,1
32,72.8,3,0
21,99.85,3,0
59,99.5,3,0
13,70.15,0,1
47,20.25,0,0
69,26.0,0,0
2,19.9,0,0
22,19.05,0,0
15,96.5,3,0
53,19.85,0,0
28,25.7,0,0
22,20.3,0,0
1,70.15,0,1
16,91.55,3,0
48,39.4,3,0
30,105.7,5,0
3,70.25,0,0
57,93.75,3,0
68,96.55,3,1
23,60.0,2,0
65,59.8,2,0
44,90.65,2,0
71,109.0,5,0
37,68.1,3,0
12,20.4,0,0
69,81.95,5,0
35,60.55,3,0
5,65.6,3,0
58,82.5,1,0
72,82.3,5,0
72,68.15,4,0
1,20.3,0,0
39,95.55,4,1
53,20.2,0,0
27,89.2,3,0
1,69.65,0,1
1,89.3,2,1
18,74.8,1,0
46,20.2,0,0
72,84.4,5,0
36,87.55,3,1
4,25.15,0,0
25,19.8,0,0
40,50.85,3,0
63,102.4,4,0
15,96.3,4,1
14,55.5,1,0
72,109.75,5,0
39,106.4,4,0
47,60.0,5,0
19,88.8,3,0
5,85.2,1,1
13,35.1,1,1
17,80.05,1,0
34,75.55,0,0
42,49.55,1,0
5,81.3,1,1
71,23.9,0,0
19,66.4,3,0
2,19.6,0,1
57,18.8,0,0
72,108.4,5,0
6,85.95,2,0
17,85.45,1,1
61,80.9,4,0
1,71.0,0,1
48,111.8,6,0
16,20.6,0,0
9,85.05,1,1
3,44.6,0,0
1,44.4,0,1
65,105.1,4,0
70,115.15,6,0
60,59.8,2,0
69,26.3,0,0
35,70.55,0,0
22,20.05,0,0
66,79.85,4,0
1,70.3,0,1
1,79.35,1,1
34,90.05,2,0
72,24.45,0,0
31,59.95,5,0
30,25.35,0,0
9,90.8,2,1
20,70.45,0,1
19,34.3,2,0
65,105.05,4,0
30,19.3,0,0
6,19.15,0,0
2,51.4,3,0
53,71.85,3,0
7,75.4,0,0
61,49.7,1,0
70,45.25,2,1
13,78.75,4,0
35,81.6,1,0
2,70.4,0,0
3,75.8,0,1
3,76.1,0,0
62,94.0,2,0
72,103.95,5,0
63,19.95,0,0
20,71.3,0,1
35,110.8,6,0
21,69.1,0,1
62,96.1,3,0
15,48.8,0,0
55,50.55,1,0
11,44.65,0,0
17,88.25,2,1
61,19.45,0,0
71,89.3,6,0
2,70.0,0,1
35,19.25,0,0
17,70.5,0,0
21,97.35,2,1
47,19.65,0,0
3,20.85,0,0
3,19.65,0,0
44,19.35,0,0
1,44.0,0,0
44,94.4,3,0
5,25.9,0,1
24,55.65,1,1
1,69.65,0,1
18,75.4,1,0
10,100.6,3,1
65,71.0,4,0
1,86.0,2,1
53,106.95,4,1
3,21.2,0,0
33,61.05,3,0
3,29.6,1,1
34,79.95,5,0
14,19.7,0,0
13,20.3,0,0
46,59.9,5,1
23,24.35,0,0
47,19.75,0,0
17,50.3,1,0
49,95.6,2,1
59,50.25,3,0
69,85.35,5,0
11,41.6,2,1
10,51.65,1,0
12,24.0,0,0
45,100.85,3,1
39,59.85,2,0
71,25.45,0,0
71,23.9,0,0
33,24.15,0,0
67,75.7,0,0
37,40.2,3,1
49,84.5,1,1
9,50.85,1,0
52,91.6,3,0
70,98.9,3,0
1,85.0,2,0
14,78.95,1,1
1,44.3,0,0
1,20.2,0,1
52,80.2,1,0
6,60.9,2,0
7,34.2,2,0
47,85.2,2,1
26,87.15,3,0
25,54.3,2,0
69,19.1,0,0
72,112.75,6,0
4,19.95,0,0
59,19.5,0,0
67,65.55,3,0
26,78.8,1,0
27,78.2,5,0
72,105.25,4,0
6,89.25,3,0
62,20.65,0,0
20,68.7,3,0
6,78.65,5,0
51,24.75,0,0
61,19.75,0,0
62,89.1,3,0
72,84.7,2,0
13,98.0,4,1
5,94.45,3,1
3,105.0,4,1
26,93.85,3,1
13,59.9,2,0
38,19.95,0,0
8,84.0,1,1
34,108.9,5,0
18,33.6,2,0
56,85.85,3,0
36,34.85,2,0
9,48.75,3,1
1,84.85,2,1
12,56.65,2,1
57,95.3,4,0
42,73.9,5,1
33,24.5,0,1
70,84.6,3,0
68,44.95,3,0
1,24.7,0,0
37,100.3,3,0
4,25.45,0,0
1,50.7,1,0
20,55.0,5,0
72,68.4,4,0
31,89.9,2,1
18,78.55,1,1
11,55.05,1,0
33,19.8,0,0
62,84.45,1,0
1,35.9,2,0
16,80.75,2,0
22,78.65,4,0
49,61.75,3,0
36,63.7,3,0
42,99.45,4,1
4,25.2,0,1
12,74.05,3,1
31,87.6,3,0
5,89.15,2,0
66,20.0,0,0
15,55.0,1,1
64,104.4,4,0
10,20.05,0,0
7,89.75,3,1
29,34.3,2,0
57,20.65,0,0
46,84.25,2,0
53,19.65,0,0
17,79.85,5,0
38,20.2,0,0
15,19.8,0,0
22,50.35,3,0
14,85.15,1,1
57,74.6,4,0
11,79.15,1,0
1,20.35,0,0
12,21.05,0,0
3,94.6,2,1
36,94.7,3,0
16,94.25,3,1
65,72.45,4,1
2,74.95,1,0
42,105.2,4,1
72,111.95,6,0
62,19.85,0,0
6,89.75,2,0
48,20.05,0,0
35,108.95,5,0
52,19.65,0,0
1,24.9,0,0
6,82.85,1,1
71,93.2,6,0
67,84.8,3,0
60,71.75,3,0
23,30.35,1,0
39,54.85,4,0
15,19.5,0,0
53,103.85,4,1
24,24.2,0,0
37,19.35,0,0
5,83.6,2,1
50,100.65,3,0
54,94.1,3,0
3,74.55,1,0
68,108.45,5,1
5,56.15,2,0
33,20.35,0,0
41,80.55,4,0
34,61.25,5,0
13,20.45,0,0
20,18.9,0,0
51,19.6,0,0
3,91.5,2,1
41,45.2,0,0
13,19.45,0,0
35,25.45,0,0
12,80.85,2,1
4,94.9,4,0
43,49.05,3,1
12,29.3,1,0
68,105.3,4,1
25,88.95,2,1
7,20.25,0,0
66,110.85,5,1
53,110.5,6,0
63,109.4,5,0
70,114.2,6,1
27,36.5,1,1
1,70.75,0,1
5,19.95,0,0
37,19.6,0,0
3,40.15,2,1
12,76.6,0,0
38,19.6,0,0
9,85.3,2,0
13,65.85,2,0
29,94.45,2,1
47,20.05,0,0
61,99.4,4,0
16,20.0,0,0
41,78.45,5,0
43,25.1,0,0
36,97.35,3,1
6,55.0,1,0
58,71.1,4,0
19,61.55,2,0
11,45.9,0,0
39,40.3,3,0
8,87.1,2,0
26,49.5,0,0
53,73.8,1,0
70,19.2,0,0
1,45.3,2,1
59,25.0,0,0
2,94.95,3,1
7,35.3,2,0
12,44.55,0,1
59,76.75,5,0
61,81.0,4,0
72,105.55,4,0
13,18.8,0,0
64,24.9,0,0
1,23.45,0,1
10,64.9,3,0
65,61.35,3,0
62,113.95,6,0
55,90.15,6,0
25,54.1,1,0
1,29.7,1,1
1,49.8,1,0
59,101.1,3,1
64,24.4,0,0
36,95.0,2,0
3,50.65,0,1
61,69.9,3,0
26,39.95,2,0
1,55.4,1,1
1,90.6,2,1
68,103.25,5,0
2,86.85,1,1
72,94.25,4,0
71,47.05,3,0
57,20.55,0,0
4,19.65,0,0
1,70.2,0,0
72,81.0,5,0
21,75.9,3,0
71,24.7,0,0
29,99.05,3,1
69,110.25,5,0
64,85.0,5,0
16,19.75,0,0
4,23.9,0,0
52,111.25,5,1
2,55.1,2,1
1,19.95,0,0
18,25.15,0,0
2,54.15,1,0
19,59.8,2,0
40,83.85,1,0
66,104.9,4,0
21,75.3,0,0
8,66.65,3,0
72,109.5,6,0
48,73.85,4,0
69,19.3,0,0
72,118.2,6,0
14,51.45,1,0
6,59.45,2,0
8,19.5,0,0
17,19.55,0,0
65,93.55,3,0
57,59.3,3,0
13,102.25,3,1
19,95.9,3,1
56,109.8,5,0
14,78.1,1,0
52,39.9,2,0
58,64.9,4,0
47,95.05,3,1
67,53.4,4,0
2,24.9,0,0
6,44.7,0,0
71,114.0,6,0
46,20.25,0,0
5,53.85,2,1
67,83.85,2,0
3,20.2,0,0
3,19.95,0,0
52,104.2,4,1
42,50.25,0,1
50,20.35,0,0
23,90.0,3,0
67,54.2,5,0
25,99.5,4,1
39,99.1,4,0
69,66.9,3,0
1,25.85,0,0
32,91.05,2,0
9,71.0,0,1
16,93.2,3,1
60,20.95,0,0
72,109.2,5,0
5,19.35,0,1
26,85.8,2,0
3,19.85,0,1
2,19.65,0,0
2,20.5,0,0
36,89.65,5,0
7,74.35,1,0
60,49.45,3,0
19,89.1,2,0
45,75.15,4,0
4,70.65,0,0
31,104.2,4,1
47,90.05,3,0
1,79.25,1,1
1,44.9,0,1
1,19.4,0,0
59,88.75,2,0
10,70.1,0,1
35,91.0,2,0
4,29.65,1,1
32,90.8,3,0
43,77.85,1,1
4,54.3,1,1
54,18.95,0,0
11,95.15,2,1
66,102.4,3,0
61,99.9,3,0
72,88.7,6,0
44,54.3,4,0
41,55.7,1,0
50,103.95,4,0
47,110.85,5,1
8,20.15,0,0
18,20.05,0,0
72,91.95,6,0
1,80.5,1,1
42,55.65,1,0
18,74.7,1,0
13,104.15,4,0
68,83.65,2,0
4,72.2,0,1
69,110.05,5,0
17,51.5,1,1
25,25.5,0,0
43,89.55,2,1
59,19.5,0,0
5,80.7,2,0
21,77.5,4,1
69,105.1,5,0
13,25.15,0,0
42,95.25,3,1
52,95.65,3,0
46,85.0,2,1
61,80.8,5,0
29,24.85,0,0
25,54.75,2,0
5,85.75,2,1
15,50.75,3,0
19,20.15,0,0
44,20.05,0,0
6,98.25,3,1
58,71.6,4,0
62,81.45,2,0
70,58.4,5,0
1,25.7,0,1
10,53.7,5,0
26,19.6,0,0
66,89.4,2,0
7,69.0,0,1
51,84.2,2,0
72,106.1,5,0
65,25.75,0,0
2,46.05,0,1
70,64.95,3,0
72,85.45,5,0
1,20.05,0,0
1,76.4,1,1
5,100.5,3,1
3,20.7,0,0
58,25.3,0,0
22,40.05,2,1
33,100.6,3,0
1,69.95,0,1
54,74.0,0,0
72,99.4,3,0
1,93.3,2,1
3,49.15,1,1
72,107.45,5,0
72,83.6,5,0
54,99.05,3,0
59,80.1,4,0
54,65.3,3,0
60,89.55,2,0
60,60.8,5,0
3,74.5,0,0
69,99.15,3,0
1,19.25,0,0
50,39.45,2,0
56,44.85,2,0
60,97.2,4,0
69,110.55,5,0
1,35.05,1,1
1,73.0,1,1
3,19.9,0,0
60,76.95,4,0
13,35.4,2,0
62,20.45,0,0
45,96.75,3,0
25,54.2,4,0
44,100.1,4,0
2,45.25,0,0
33,83.85,2,1
1,70.1,0,1
22,20.85,0,0
35,33.45,2,0
29,20.2,0,0
27,85.9,2,0
54,61.0,3,0
2,70.65,0,1
57,86.9,1,0
62,69.4,4,0
15,20.35,0,0
2,20.35,0,1
70,104.3,4,0
21,44.95,0,0
23,49.45,1,0
6,20.6,0,0
4,19.55,0,0
3,99.0,4,1
23,93.5,2,0
26,54.55,4,0
8,20.05,0,0
26,83.95,1,1
2,79.45,1,0
67,116.2,6,1
71,93.7,2,1
59,79.85,5,0
39,100.0,3,0
21,19.6,0,0
1,19.7,0,1
48,20.2,0,0
31,50.4,4,0
64,113.35,6,0
46,80.0,1,0
52,80.95,4,0
67,24.9,0,0
67,54.9,1,0
5,75.55,0,1
71,109.25,5,0
9,77.65,1,1
26,95.0,3,1
71,116.3,6,0
32,19.9,0,0
2,70.35,0,0
71,25.6,0,0
60,44.45,3,0
55,100.15,3,0
54,105.4,5,1
2,95.85,3,1
6,73.85,0,0
48,70.1,4,0
63,25.25,0,0
1,79.15,1,1
12,21.05,0,0
54,24.95,0,0
30,64.5,3,0
30,19.65,0,1
4,79.0,1,1
40,105.95,4,0
9,75.85,1,0
17,91.85,3,1
62,43.6,3,0
28,91.25,3,0
70,89.75,6,0
46,104.4,5,0
23,90.15,2,0
47,40.3,3,0
68,105.25,5,0
60,106.0,4,1
67,104.0,4,0
14,69.65,3,0
57,74.3,0,0
55,100.9,3,0
1,20.25,0,0
1,49.9,1,1
23,96.9,3,0
13,100.35,3,1
47,104.1,4,0
38,20.1,0,0
38,74.95,0,1
2,56.55,1,0
1,49.25,1,1
15,68.6,0,0
26,69.05,0,0
35,19.7,0,0
3,20.05,0,0
50,103.7,4,1
42,94.4,3,0
10,54.95,2,0
61,93.7,4,0
68,110.25,5,0
10,98.9,4,0
65,89.75,3,1
72,80.45,5,0
55,79.4,2,0
1,20.3,0,1
7,62.8,3,0
2,74.9,0,0
9,74.85,1,0
27,25.85,0,0
7,101.95,3,1
64,68.3,4,0
70,48.4,4,0
2,94.0,2,1
67,105.05,5,0
45,89.3,2,1
24,25.15,0,0
4,19.5,0,0
44,92.95,3,0
72,20.7,0,0
1,74.3,1,1
66,19.35,0,0
1,44.65,3,1
13,84.05,2,1
10,80.7,1,1
65,104.35,4,0
1,19.55,0,0
38,74.05,5,0
23,40.1,3,0
10,20.1,0,0
4,101.7,3,1
72,83.55,5,0
35,56.85,2,0
1,20.4,0,1
58,19.55,0,0
70,106.15,5,0
38,78.95,4,0
60,49.75,3,0
26,92.4,3,0
8,58.2,3,0
41,102.6,4,1
36,91.95,2,0
54,65.25,3,0
71,106.0,4,1
55,73.1,0,0
72,59.75,2,0
3,55.1,2,1
54,59.8,2,0
72,116.6,6,0
52,109.3,5,0
60,101.4,3,0
39,50.65,3,0
15,56.15,1,0
69,106.5,4,1
43,19.2,0,0
63,83.0,5,0
2,70.1,0,0
72,108.3,6,0
32,91.05,2,1
40,25.25,0,0
58,45.35,3,0
67,43.9,3,0
51,77.5,1,1
31,79.3,4,0
69,84.9,2,0
32,79.25,1,0
21,71.05,4,0
52,53.75,2,0
72,24.25,0,0
72,54.2,4,1
52,44.25,3,0
41,50.05,1,0
41,20.15,0,0
6,69.25,0,1
67,69.35,4,0
16,19.35,0,0
17,19.15,0,0
35,61.0,3,0
58,20.5,0,0
1,50.5,1,1
52,50.2,4,0
70,79.6,5,0
19,24.9,0,0
1,74.4,0,1
35,106.9,5,0
32,101.35,3,0
17,55.35,2,0
67,50.55,1,0
9,19.5,0,0
31,79.45,4,1
4,90.65,2,0
58,89.85,3,0
60,79.0,5,0
58,104.65,4,1
1,19.55,0,0
27,19.9,0,0
66,116.25,6,0
15,87.75,2,0
47,100.05,3,1
41,81.3,1,0
59,44.3,2,0
50,70.35,0,0
17,44.45,3,0
6,49.15,1,0
51,29.45,1,0
44,100.55,4,1
49,85.3,2,0
2,95.65,3,1
59,69.1,3,0
50,70.35,3,0
59,20.6,0,0
18,74.15,0,0
10,75.05,0,0
14,44.6,0,0
35,21.45,0,0
8,43.45,0,0
18,20.05,0,0
60,94.15,3,0
1,94.4,3,1
6,19.55,0,0
19,75.9,4,0
53,64.15,3,0
72,109.55,5,0
60,110.8,5,0
1,55.0,1,1
13,53.45,2,0
5,69.95,0,0
1,101.45,3,1
13,97.0,3,0
37,90.6,6,0
64,73.55,1,0
5,67.95,3,1
61,94.35,3,0
1,69.5,0,1
1,18.85,0,1
26,19.4,0,0
1,69.2,0,1
24,19.75,0,0
17,54.6,4,0
26,29.8,1,0
1,69.65,0,1
40,101.85,3,1
52,103.05,4,0
1,82.3,2,1
1,20.3,0,0
21,35.1,2,0
67,105.7,4,0
44,56.25,2,0
70,60.35,5,0
3,79.25,1,1
56,59.8,3,0
13,84.6,1,1
58,93.4,3,1
42,94.2,2,1
1,25.05,0,1
46,99.65,4,0
63,50.65,1,0
11,60.9,3,0
15,59.65,2,0
72,64.7,6,0
29,25.1,0,1
1,48.95,1,1
6,54.85,1,0
1,45.3,0,1
63,91.35,2,0
2,85.85,2,1
18,25.1,0,0
43,34.0,2,0
15,45.9,4,0
10,95.2,2,1
55,20.5,0,0
49,100.6,3,1
6,55.3,2,1
70,20.35,0,0
2,74.85,0,1
63,36.1,2,0
25,65.8,3,0
18,20.35,0,0
28,105.8,4,0
53,96.75,4,0
35,102.35,4,1
1,24.4,0,0
70,115.65,6,1
2,79.85,2,1
26,73.05,4,0
34,64.35,3,0
19,20.5,0,0
15,76.0,0,1
62,54.75,2,0
42,104.75,4,1
9,74.65,4,1
24,51.15,1,0
68,41.95,3,0
31,54.35,2,0
1,56.25,1,1
21,106.1,4,1
63,96.0,3,0
2,79.75,1,1
61,61.45,5,0
1,68.65,0,1
18,19.65,0,0
6,19.0,0,0
33,100.0,3,0
16,20.25,0,1
56,98.7,4,0
23,19.8,0,0
9,73.8,1,0
14,100.2,3,1
15,74.9,0,1
5,20.05,0,0
61,106.2,4,0
70,116.55,6,0
15,99.7,3,0
8,19.7,0,0
8,19.5,0,0
4,29.15,1,0
34,55.0,2,0
68,90.8,6,0
45,51.0,4,0
9,90.1,2,0
22,59.05,2,0
2,20.3,0,0
70,72.95,4,0
10,73.55,4,0
72,84.3,5,0
49,78.0,4,0
54,72.1,3,0
71,106.75,5,0
22,19.25,0,0
50,20.55,0,0
43,20.0,0,0
45,24.65,0,0
64,103.5,4,0
23,23.85,0,0
68,25.8,0,0
1,70.85,0,1
2,69.8,0,1
26,59.45,2,0
55,54.55,4,1
14,20.05,0,0
71,82.55,5,0
64,81.25,5,0
7,70.75,3,1
57,74.3,5,0
13,94.1,3,1
3,29.7,1,1
72,109.7,5,0
40,96.35,3,0
14,66.6,2,0
2,44.5,0,0
66,110.9,5,1
38,105.0,4,1
1,25.3,0,1
22,55.15,2,1
1,20.1,0,1
5,80.1,1,0
29,69.05,3,0
1,69.9,0,1
3,20.4,0,0
71,19.7,0,0
9,50.1,1,0
43,101.4,3,1
48,83.45,5,0
26,86.65,2,0
9,20.15,0,0
1,80.8,1,1
46,19.4,0,0
2,62.05,1,1
1,76.45,0,1
64,60.05,5,0
12,91.3,2,1
6,95.75,3,1
59,20.35,0,0
7,94.05,3,0
72,84.1,5,0
16,78.75,1,0
25,55.55,1,0
34,62.65,3,1
1,74.5,0,1
10,102.1,4,1
24,20.1,0,0
10,70.3,3,0
69,53.65,2,0
57,20.75,0,0
50,103.4,5,0
28,50.8,4,0
16,50.15,1,1
25,79.0,5,0
3,74.6,1,0
61,96.5,2,0
2,20.1,0,0
51,19.4,0,0
71,77.55,4,0
20,20.05,0,0
6,19.85,0,0
6,20.2,0,0
29,67.45,3,0
36,18.55,0,0
28,29.75,1,0
7,86.5,1,1
63,24.2,0,0
48,23.55,0,0
49,20.45,0,0
27,81.45,1,1
72,92.3,6,0
1,69.15,0,1
72,53.65,4,0
47,39.65,3,0
1,54.65,1,0
36,104.8,4,0
43,29.3,1,0
27,83.85,5,0
9,79.55,1,1
38,103.65,4,0
35,99.05,3,0
0,73.35,4,0
59,100.05,4,0
27,20.35,0,0
2,43.95,0,0
7,23.5,0,0
36,70.7,3,0
41,94.3,3,0
13,29.15,1,0
19,20.85,0,0
60,37.7,3,0
48,95.5,4,1
3,91.05,2,1
69,92.45,3,0
43,44.15,3,0
11,36.05,2,0
45,50.25,1,0
72,109.75,5,0
2,79.2,1,1
12,20.3,0,0
67,112.35,5,0
37,94.3,3,0
39,41.15,3,0
41,74.65,4,0
25,48.25,3,0
8,76.15,4,0
71,71.1,4,0
5,96.55,3,0
30,79.3,4,0
40,89.6,3,0
54,20.5,0,0
72,106.3,4,0
28,100.35,4,0
18,85.6,2,0
2,45.25,2,1
59,106.15,4,0
22,51.1,1,0
1,19.9,0,0
72,25.7,0,0
14,74.3,0,1
50,99.4,3,0
48,69.7,4,0
49,98.35,3,0
28,85.45,2,0
68,95.9,3,0
13,100.75,3,0
11,89.2,2,0
3,74.1,0,1
57,100.6,3,1
3,75.0,0,1
72,25.75,0,0
70,84.1,5,0
49,79.3,4,0
67,107.05,4,0
46,20.05,0,0
64,70.2,4,1
37,19.5,0,0
2,70.75,0,1
13,45.3,2,0
72,115.15,6,0
68,72.95,4,0
15,19.65,0,0
24,19.55,0,0
24,89.55,2,0
27,50.35,1,0
12,50.25,1,1
71,87.25,6,0
67,20.8,0,0
63,109.25,5,0
1,20.35,0,0
4,55.9,1,0
40,79.2,2,1
12,96.0,3,1
52,79.2,5,0
10,24.0,0,0
68,101.35,4,0
54,100.1,3,1
4,56.5,2,1
52,35.45,2,0
1,85.0,2,1
70,79.4,5,0
43,35.2,2,0
52,19.65,0,0
12,49.85,4,0
56,68.75,3,0
0,61.9,3,0
42,79.9,1,0
22,89.75,2,0
51,59.3,5,1
27,19.4,0,0
51,93.65,3,0
4,49.4,1,1
1,19.9,0,0
35,55.0,1,1
71,72.9,4,0
1,69.2,0,1
69,25.6,0,0
14,19.75,0,0
57,55.7,2,0
72,117.5,6,0
48,19.85,0,0
4,78.9,1,0
31,20.65,0,0
38,62.3,3,1
37,92.5,2,1
1,19.65,0,0
57,79.75,4,0
62,79.95,5,0
3,29.9,1,0
72,19.75,0,0
29,45.0,4,0
13,44.8,0,0
3,69.65,0,1
11,51.1,1,0
21,53.15,5,0
19,24.7,0,0
61,111.6,5,1
11,48.55,1,1
35,109.95,5,0
25,20.8,0,0
1,20.2,0,1
67,25.6,0,0
19,39.65,2,1
56,24.9,0,1
72,108.4,5,0
43,19.55,0,0
55,85.1,2,0
2,56.7,1,1
27,69.05,0,0
13,70.15,0,0
70,111.15,5,0
14,105.95,5,1
19,89.35,2,0
20,89.1,2,0
43,91.25,3,0
5,90.35,3,0
70,105.55,4,0
40,19.1,0,0
6,20.4,0,0
39,100.45,4,0
4,74.95,0,1
15,29.7,1,1
1,50.35,3,1
45,85.7,3,0
64,47.85,4,1
57,94.0,3,0
72,69.85,4,0
1,70.3,0,1
72,25.85,0,0
3,71.1,4,0
55,98.8,3,1
59,93.35,3,0
18,99.85,3,1
32,80.3,1,1
4,50.55,1,0
66,80.45,1,1
27,81.3,1,0
4,20.7,0,0
60,79.05,5,0
8,19.05,0,0
8,19.6,0,0
35,20.2,0,0
7,86.8,1,1
53,20.9,0,0
18,103.6,4,0
15,38.8,2,0
67,88.4,2,0
6,84.2,2,1
6,79.7,1,0
13,99.0,3,1
11,100.75,3,1
1,19.3,0,0
5,55.75,2,0
13,19.95,0,0
9,91.75,3,1
29,89.65,3,0
1,45.85,0,0
1,79.55,1,1
18,55.95,1,0
2,69.0,3,0
30,83.55,2,0
66,65.7,3,0
38,94.9,3,0
44,61.9,3,0
54,111.1,5,1
2,20.0,0,0
42,67.7,4,0
58,25.15,0,0
58,92.85,3,0
25,89.1,2,1
71,111.3,6,0
37,101.9,4,1
14,91.65,2,1
4,88.85,2,1
48,60.6,2,0
3,25.3,0,1
8,65.5,3,0
1,95.45,2,1
67,19.95,0,0
13,91.1,2,1
45,54.15,2,1
49,74.6,0,0
52,94.6,3,0
63,81.15,2,0
68,89.05,6,0
31,49.2,1,0
64,19.45,0,0
62,104.3,5,0
1,69.7,0,1
6,89.5,2,1
21,86.05,2,0
72,25.2,0,0
32,35.15,2,0
71,99.65,4,0
34,105.35,5,0
3,35.15,1,1
12,73.75,0,1
8,101.35,3,1
35,24.3,0,0
3,80.7,1,0
3,89.85,3,0
53,61.1,2,0
4,29.05,1,0
48,99.7,4,0
6,55.9,2,1
3,105.9,4,1
54,46.0,3,0
1,43.95,0,1
62,80.4,5,0
22,100.05,4,0
1,45.1,0,1
51,94.0,3,0
30,68.95,3,0
56,68.45,4,0
35,69.0,3,0
64,43.85,3,0
30,44.5,2,0
25,18.7,0,0
41,70.25,0,1
9,55.35,1,1
1,53.55,2,0
70,114.6,6,0
57,20.1,0,0
9,85.5,1,0
69,108.75,5,0
43,103.0,4,1
72,97.85,3,0
44,19.55,0,0
72,84.05,2,0
33,103.75,5,1
54,89.4,2,0
27,19.7,0,0
54,79.85,1,0
3,74.45,1,0
53,74.1,4,0
1,69.35,0,1
15,18.8,0,0
56,73.85,1,1
5,64.4,3,0
48,55.8,2,0
25,20.05,0,0
3,75.15,0,1
58,99.15,4,0
10,56.75,1,0
1,69.6,0,1
71,104.15,4,0
65,110.8,5,0
5,80.15,1,1
28,35.75,2,0
67,69.9,3,0
35,89.2,3,0
72,55.65,5,0
61,50.7,4,0
68,20.0,0,0
1,30.5,1,1
3,19.1,0,0
70,98.3,3,1
48,45.55,3,0
68,101.05,3,0
47,103.7,5,0
32,36.25,2,0
5,49.4,1,0
49,19.9,0,0
48,107.4,4,1
13,82.0,1,1
15,19.8,0,0
12,45.05,0,0
67,64.55,3,0
9,86.25,2,0
13,19.75,0,0
38,89.1,2,0
42,95.55,3,0
24,75.4,0,1
27,101.25,4,1
9,102.6,4,0
49,56.3,4,0
61,94.2,4,0
50,43.05,3,0
25,89.5,2,1
22,74.4,0,1
1,20.5,0,1
4,74.35,0,1
18,99.75,3,1
56,111.95,5,1
53,94.0,4,0
51,98.85,3,0
24,64.35,3,0
62,72.0,4,0
24,49.7,1,0
70,80.7,5,0
1,24.2,0,0
16,39.0,2,1
8,65.45,3,0
